area,Year,Rooms,Location,Price,Floor
85,1390,2, Saadat Abad,12700000000.0,4.0
55,1387,1, Jeyhoon,3500000000.0,2.0
116,1401,2, Pasdaran,14500000000.0,8.0
120,1402,2, Jannat Abad Jonoubi,17500000000.0,3.0
111,1396,2, Shahrak-e Gharb,24200000000.0,1.0
65,1385,1, Poonak,5700000000.0,1.0
95,1402,2, Beryanak,6200000000.0,3.0
122,1401,3, Ji,7503000000.0,3.0
142,1397,2, Argentina,21300000000.0,0.0
62,1398,2, Mobarakeh-ye Beheshti,1800000000.0,1.0
207,1388,3, Velenjak,33000000000.0,3.0
35,1398,1, Ajoudanieh,27000000000.0,3.0
138,1398,2, Velenjak,19000000000.0,3.0
53,1392,1, Lashkar,3550000000.0,1.0
100,1400,2, Mobarakeh-ye Beheshti,33000000000.0,2.0
84,1384,2, Iran,47000000000.0,4.0
41,1376,0, Beryanak,16100000000.0,0.0
188,1402,3, Zaferanieh,530000000000.0,3.0
345,1395,4, Saadat Abad,650000000000.0,6.0
118,1386,3, Sohravardi,14500000000.0,4.0
137,1400,2, Jorq,21500000000.0,4.0
105,1400,2, Darband,13500000000.0,2.0
43,1393,1, Lashkar,2830000000.0,2.0
86,1394,2, Jannat Abad Markazi,10500000000.0,2.0
63,1383,2, Jannat Abad Markazi,6610000000.0,2.0
202,1402,3, Saadat Abad,4000000000000.0,5.0
235,1402,3, Saadat Abad,700000000000.0,4.0
165,1402,3, Persian Gulf Martyrs Lake,11500000000.0,12.0
106,1402,2, Ostad Moein,8160000000.0,3.0
235,1401,3, Koohak,30550000000.0,19.0
240,1395,3, Daroos,48000000000.0,3.0
190,1384,3, Daroos,31000000000.0,2.0
93,1393,2, Daroos,17650000000.0,0.0
160,1397,3, Saadat Abad,269990000000.0,2.0
130,1398,2, Persian Gulf Martyrs Lake,14500000000.0,19.0
122,1385,2, Pasdaran,14000000000.0,2.0
250,1402,4, Persian Gulf Martyrs Lake,5500000000.0,18.0
150,1401,3, Saadat Abad,30000000000000.0,5.0
61,1382,1, Ghonat Koosar,4500000000.0,0.0
92,1381,2, Abazar,6500000000.0,3.0
70,1392,1, Na'mat Abad,24500000000.0,0.0
47,1397,1, Jeyhoon,3120000000.0,1.0
72,1391,2, Tehranpars Sharqi,51000000000.0,5.0
140,1397,3, Daroos,24800000000.0,2.0
96,1397,2, Zanjan,63500000000.0,1.0
115,1402,3, Dilman,930000000000.0,3.0
88,1392,2, Azgol,21000000000.0,3.0
58,1383,2, Kuy-e Ferdows,5650000000.0,0.0
54,1381,1, Kuy-e Ferdows,4800000000.0,0.0
57,1387,1, Sazman-e Barnama,5200000000.0,0.0
67,1402,1, Poonak,8980000000.0,3.0
73,1400,2, Farmanieh,11500000000.0,2.0
114,1400,2, Sohanak,14800000000.0,2.0
85,1400,2, Hakimiyeh,105000000.0,0.0
120,1394,2, Persian Gulf Martyrs Lake,83000000.0,0.0
60,1377,1, Khani Abad-e Now,58000000.0,0.0
176,1400,3, Marzdaran,33000000000.0,3.0
116,1386,3, Shahran-e Jonubi,1220000000.0,5.0
82,1380,2, Azerbaijan,42500000.0,1.0
128,1392,3, Ivanak,218000000.0,3.0
107,1393,2, Poonak,126000000.0,5.0
75,1388,2, Afsarieh,45000000.0,0.0
50,1382,1, Ji,285000000.0,3.0
182,1400,3, Jannat Abad Markazi,228000000.0,3.0
68,1380,2, Poonak,63000000.0,0.0
260,1384,4, Farmanieh,3800000000.0,6.0
46,1395,1, Jeyhoon,310000000.0,4.0
106,1400,2, Persian Gulf Martyrs Lake,1060000000.0,7.0
78,1385,2, Kuy-e Ferdows,79500000.0,1.0
98,1395,2, Jannat Abad Jonubi,960000000.0,3.0
53,1376,1, Tehranpars Sharqi,42500000.0,0.0
168,1370,2, Abbas Abad,1650000000.0,0.0
170,1397,3, Niavaran,420000000.0,1.0
79,1393,2, Kuy-e Ferdows,80000000.0,4.0
88,1385,2, Shahrek-e Parvaz,70000000.0,4.0
140,1396,2, Shahrek-e Shahid Baqeri,973000000.0,3.0
225,1388,3, Zaferanieh,52875000000.0,6.0
54,1380,1, Jeyhoon,360000000.0,1.0
96,1389,2, Poonak,99000000.0,1.0
148,1401,3, Salsabil,120000000.0,0.0
130,1386,2, Qeytarieh,1780000000.0,5.0
185,1385,3, Vanak,20350000000.0,5.0
335,1395,4, Elahieh,84000000000.0,24.0
109,1379,2, Zafar,1220000000.0,2.0
40,1388,1, Masoudieh,25000000.0,0.0
65,1402,2, Abshar,25000000.0,10.0
85,1380,2, Eqdasiyeh,82000000.0,0.0
115,1395,2, Zaferanieh,3000000000000.0,4.0
185,1401,3, Zaferanieh,45000000000.0,5.0
95,1398,2, Narmak,110000000.0,1.0
53,1396,2, Andisheh (Shahr-e Ziba),190000000.0,1.0
116,1392,2, Saadat Abad,1400000000.0,2.0
56,1391,1, Imamzadeh Hasan (A),395000000.0,4.0
139,1402,3, Poonak,2300000000.0,5.0
118,1401,2, Mirdamad,1950000000.0,2.0
80,1389,2, Shahrara,87500000.0,2.0
217,1399,3, Zaferanieh,8800000000.0,4.0
80,1402,2, Jomhouri,360000000.0,4.0
318,1385,3, Elahieh,6200000000.0,6.0
124,1387,2, Iran,840000000.0,0.0
75,1395,2, Marzdaran,890000000.0,4.0
105,1399,2, Zafar,162750000.0,5.0
155,1402,3, Kuy-e Faraz,2700000000.0,1.0
95,1395,2, Niavaran,155000000.0,1.0
80,1402,2, Khwajeh Nazam Al-Molk,630000000.0,4.0
36,1397,0, Azerbaijan,250000001.0,1.0
93,1400,2, Mobarakeh-ye Beheshti,290000000.0,3.0
80,1402,2, Jomhouri,360000000.0,4.0
70,1386,2, Sattarkhan,760000000.0,6.0
115,1395,2, Marzdaran,14560000000.0,4.0
180,1399,3, Velenjak,410000000.0,5.0
220,1370,4, Keshavarz Boulevard,1320000000.0,2.0
51,1395,1, Jeyhoon,330000000.0,4.0
77,1377,2, 13th Aban,320000000.0,0.0
123,1402,2, Pasdaran,1600000000.0,12.0
55,1390,1, Vardavard,30000000000.0,0.0
380,1399,3, Zaferanieh,100000000000.0,8.0
95,1402,2, Naziaabad,81000000.0,0.0
320,1397,3, Zaferanieh,50000000000.0,2.0
130,1388,2, Velenjak,2000000000.0,10.0
42,1380,1, Beryanak,225000000.0,2.0
68,1394,2, Andisheh (Shahr-e Ziba),180000000.0,0.0
40,1382,1, Piroozi,253000000.0,1.0
82,1382,2, Kuy-e Ferdows,750000000.0,4.0
101,1397,2, Kuy-e Ferdows,111000000.0,2.0
59,1391,2, Andisheh (Shahr-e Ziba),195000000.0,2.0
243,1392,3, Zaferanieh,6000000000.0,9.0
219,1397,3, Pasdaran,4110000000.0,4.0
370,1397,4, Pasdaran,90000000000.0,4.0
270,1397,4, Pasdaran,4850000000.0,4.0
63,1387,1, Naziaabad,350000000.0,0.0
50,1382,1, Amirabad,490000000.0,2.0
69,1394,2, Haft Chenar,470000000.0,1.0
240,1402,3, Farmanieh,5250000000.0,22.0
113,1394,2, Jannat Abad Markazi,1250000000.0,3.0
160,1401,3, Pasdaran,2880000000.0,3.0
127,1390,2, Abshar Tehran,775000000.0,4.0
180,1402,3, Pasdaran,44000000000.0,4.0
194,1402,3, Pasdaran,22310000000.0,9.0
110,1389,2, Velenjak,1880000000.0,5.0
42,1397,1, Khazaneh,214500000.0,1.0
67,1394,2, Andisheh (Shahr-e Ziba),337000000.0,2.0
170,1398,3, Mirdamad,2700000000.0,4.0
255,1385,4, Farmanieh,3800000000.0,5.0
200,1401,3, Zaferanieh,6000000000.0,2.0
181,1392,3, Pasdaran,2900000000.0,3.0
183,1392,3, Niavaran,3348500000.0,2.0
110,1401,2, Pasdaran,1400000000.0,7.0
270,1396,3, Niavaran,62000000000.0,6.0
40,1402,1, Sabalan,282000000.0,2.0
67,1385,2, Shahrek-e Shahid Baqeri,510000000.0,4.0
125,1391,3, Sarv Azad,950000000.0,3.0
76,1396,1, Heravi,980000000.0,2.0
102,1385,2, Shahran Shomali,1080000000.0,1.0
120,1385,2, Saadat Abad,1600000000.0,1.0
134,1397,2, Kamraniyeh,2300000000.0,1.0
89,1399,2, Vahidiyeh,660000000.0,5.0
131,1382,2, Shahrak-e Gharb,30785000000.0,0.0
112,1402,2, Sadeghiyeh,25760000000.0,10.0
74,1382,2, Jannat Abad Jonubi,700000000.0,4.0
100,1402,2, Daryacheh Shahidaye Khalij-e Fars,2200000000.0,15.0
151,1388,3, Daroos,20450000000.0,5.0
100,1402,2, Daryacheh Shahidaye Khalij-e Fars,2600000000.0,8.0
277,1391,4, Daroos,34000000000.0,3.0
118,1402,2, Qeytarieh,29000000000.0,5.0
95,1370,2, Salsabil,4700000000.0,0.0
97,1395,2, Ekhtiyariyeh,131000000000.0,3.0
180,1388,3, Elahiyeh,23000000000.0,5.0
111,1387,2, Ekhtiyariyeh,13000000000.0,1.0
217,1402,3, Pasdaran,34600000000.0,1.0
108,1380,2, Zaferanieh,18500000000.0,3.0
65,1386,2, Shahrak-e Kianshahr,2200000000.0,0.0
183,1401,3, Heravi,19800000000.0,7.0
136,1398,3, Pasdaran,16700000000.0,4.0
140,1400,3, Abazar,18500000000.0,5.0
53,1395,1, 13th Aban,25200000000.0,0.0
135,1399,2, Azgol,229500000000.0,9.0
110,1394,2, Taxirani,10000000000.0,0.0
106,1396,2, JorDan,143500000000.0,3.0
162,1402,3, Atabak,26950000000.0,0.0
125,1387,2, Elahiyeh,18500000000.0,3.0
310,1402,4, Elahiyeh,930000000000.0,6.0
41,1380,1, Jey,240000000000.0,3.0
165,1402,3, Kuy-e Ferdows,18500000000.0,4.0
125,1402,2, Abshar Tehran,3400000000.0,22.0
84,1397,2, Jannat Abad Shomali,9590000000.0,5.0
65,1398,1, Shahran Jonubi,64000000000.0,8.0
175,1397,3, Heravi,27000000000.0,2.0
60,1386,1, Falah,20700000000.0,1.0
86,1390,2, Sazman-e Barnameh,82000000000.0,2.0
60,1392,1, Daroos,99500000000.0,1.0
78,1386,2, Sazman-e Barnameh,68800000000.0,1.0
240,1402,3, Zaferanieh,67000000000.0,2.0
51,1395,1, Molavi,20000000000.0,1.0
78,1399,2, Molavi,249000000000.0,4.0
53,1400,1, Saadat Abad,12000000000.0,3.0
90,1382,2, Shahrak-e Naft (Mantaghe 5),85000000000.0,2.0
88,1395,2, Jannat Abad Jonubi,92000000000.0,5.0
115,1397,2, Setareh Khan,12300000000.0,4.0
137,1402,2, Niru Havaii,123300000000.0,0.0
101,1386,2, Jannat Abad Markazi,930000000000.0,2.0
114,1401,2, Haft Hoz,137000000000.0,4.0
80,1379,2, Sazman-e Barnameh,81800000000.0,5.0
103,1388,2, Sazman-e Barnameh,97000000000.0,2.0
45,1389,1, Yaft Abad,20000000000.0,0.0
110,1402,2, Daryacheh Shahidaye Khalij-e Fars,10000000000.0,4.0
61,1380,2, Bahar,49000000000.0,2.0
120,1401,2, Zaferanieh,36000000000.0,3.0
40,1383,1, Piroozi,27500000000.0,0.0
64,1385,2, Jannat Abad Jonubi,58000000000.0,3.0
60,1398,1, Mobarakeh Abad-e Beheshti,204000000000.0,1.0
74,1392,1, Daneshgah-e Sharif,57500000000.0,3.0
110,1402,2, Abshar Tehran,33000000000.0,17.0
67,1397,1, Mobarakeh-e-Beheshti,174000000.0,3.0
112,1395,3, Marzdaran,1250000000.0,4.0
44,1382,1, Jannat Abad Shomali,539500000.0,3.0
200,1399,3, Niavaran,3900000000.0,5.0
185,1402,3, Saadat Abad,4625000000.0,0.0
112,1402,2, Dehkadeh Olympic,1400000000.0,2.0
540,1402,4, Zaferanieh,23760000000.0,8.0
82,1395,2, Poonak,825000000.0,2.0
98,1401,2, Marzdaran,15700000.0,1.0
102,1370,2, Gisha (Kooy-e Nasr),14000000.0,0.0
455,1402,4, Elahieh,160000000.0,8.0
95,1392,2, Bahar,87000000.0,2.0
94,1394,2, Planning Organization,89000000.0,2.0
117,1402,2, Pasdaran,145000000.0,7.0
129,1392,3, Poonak,158000000.0,4.0
123,1393,2, Bagh-e Faez,118000000.0,1.0
77,1395,2, Kerman,75000000.0,0.0
112,1402,2, Koohak,190400000.0,10.0
120,1394,2, Kooy-e Ferdows,135000000.0,2.0
185,1401,3, Fereshteh,240500000.0,8.0
112,1385,2, Mirdamad,138500000.0,3.0
103,1401,2, Heravi,139000000.0,7.0
180,1401,3, Pasdaran,216000000.0,6.0
210,1388,3, Elahieh,40000000000.0,3.0
129,1401,2, Pasdaran,170000000.0,7.0
103,1383,2, Poonak,125000000.0,6.0
106,1402,2, Marzdaran,140000000.0,4.0
75,1402,2, Mobarakeh-ye Beshsti,217500000.0,2.0
150,1402,3, Piroozi,225000000.0,3.0
88,1399,2, Mobarakeh-ye Beshsti,266000000.0,2.0
60,1380,1, Baharstan,30000000000.0,0.0
50,1401,1, Police,34000000.0,3.0
108,1402,2, Pasdaran,162000000.0,3.0
70,1395,2, Abshar,55000000.0,0.0
122,1393,2, Gisha (Kooy-e Nasr),165000000.0,2.0
50,1391,1, Piroozi,40000000000.0,0.0
90,1402,2, Owqaf,100000000.0,0.0
110,1397,2, Gisha (Kooy-e Nasr),185000000.0,5.0
68,1390,2, Poonak,76500000.0,2.0
105,1392,2, Daryan-e Now,127000000.0,0.0
71,1394,2, Gorgan,4828000000.0,2.0
103,1389,2, Iran,85000000.0,0.0
110,1384,2, Abazar,87000000.0,2.0
110,1402,2, Yousefabad,170000000.0,4.0
53,1392,1, Shemiran-e Now,125000000.0,0.0
150,1402,3, Yousefabad,220000000.0,5.0
58,1376,1, Majidieh,38000000.0,0.0
92,1402,2, Yousefabad,161000000.0,3.0
60,1389,1, Khavaran,300000000.0,4.0
145,1392,3, Martyrs of Persian Gulf Lake,12325000000.0,10.0
110,1401,2, Shahrak-e Rah-a-han,166000000.0,8.0
200,1402,3, Yousefabad,40000000000.0,2.0
72,1395,2, Jalili,39600000.0,3.0
108,1393,3, Heravi,1320000000.0,4.0
100,1402,2, Marzdaran,180000000.0,1.0
160,1401,3, Niyavaran,219000000.0,4.0
147,1395,3, Poonak,2337000000.0,5.0
131,1401,2, Heravi,1572000000.0,10.0
81,1392,2, Tehranpars Gharbi,650000000.0,1.0
86,1400,2, Chitgar,735000000.0,22.0
92,1402,2, Saadat Abad,1520000000.0,6.0
50,1385,1, Maidan-e Har,28000000.0,2.0
170,1384,3, Saadat Abad,27250000000.0,5.0
62,1391,2, Saadat Abad,855000000.0,4.0
62,1382,2, Jeyhoon,37000000.0,1.0
127,1401,3, Patrice Lumumba,1470000000.0,1.0
150,1402,3, Kamanieh,320000000.0,1.0
128,1402,3, Shahrak-e Gharb,2300000000.0,5.0
120,1383,2, Saadat Abad,168000000.0,1.0
90,1370,2, Chizar,108000000.0,3.0
77,1382,2, Jeyhoon,495000000.0,2.0
112,1402,2, Heravi,1450000000.0,8.0
980,1402,2, Sadeghieh,13750000000.0,5.0
138,1402,3, Chitgar,16560000000.0,12.0
105,1393,2, South Jannat Abad,1060000000.0,3.0
78,1402,2, Vardavard,51000000.0,4.0
98,1384,2, Gisha (Kooi Nasr),110000000.0,2.0
85,1386,2, Sadeghiyeh,20000000.0,3.0
183,1399,3, Farmanieh,3500000000.0,3.0
194,1402,3, Pasdaran,21922000000.0,11.0
131,1400,2, Shahrek-e Omide,1630000000.0,14.0
93,1402,2, Chitgar,85500000.0,17.0
63,1392,1, Tehran-e Sar,480000000.0,1.0
300,1401,3, Velenjak,9000000000.0,11.0
134,1388,2, Shahrak-e Rah-a-han,1150000000.0,1.0
200,1397,3, Elahiyeh,3600000000.0,6.0
90,1400,2, Zanjan,67000000.0,1.0
141,1401,3, Saadat Abad,3800000000.0,3.0
103,1402,2, Pasdaran,12772000000.0,4.0
110,1389,2, Niyavaran,1550000000.0,1.0
132,1395,3, Kooi Fardous,1295000000.0,2.0
106,1402,2, Heravi,13780000000.0,6.0
125,1397,2, Poonak,1280000000.0,3.0
128,1402,2, Martyrs of Persian Gulf Lake,3200005000.0,6.0
106,1399,2, Central Jannat Abad,14390000000.0,6.0
130,1401,3, Pasdaran,14650000000.0,7.0
94,1402,2, Vardavard,23000000.0,8.0
90,1394,2, Soleymani,43000000000.0,2.0
96,1401,2, Mobarakeh-ye Bahshti,2750000000.0,2.0
110,1401,3, Pasdaran,12700000000.0,6.0
167,1394,3, Behjat Abad,16800000000.0,4.0
140,1382,3, Saadat Abad,1900000000.0,1.0
110,1400,2, Pasdaran,12750000000.0,3.0
100,1402,1, Sarv Azad,335000000.0,24.0
55,1398,1, Shahrak-e Takhti,1705000000.0,2.0
183,1402,3, Heravi,20679000000.0,4.0
130,1402,3, Chitgar,4200000000.0,20.0
111,1397,3, Saadat Abad,240000000000.0,5.0
88,1402,2, Doulab,5544000000.0,4.0
157,1401,3, Saadat Abad,2850000000.0,1.0
70,1388,2, Eram,68000000.0,2.0
120,1397,3, Zafar,18000000000.0,4.0
100,1402,2, Vardavard,24000000000.0,11.0
86,1370,2, Doulatabad,450000000.0,0.0
58,1402,2, Tehran-e Sar,4089000000.0,3.0
320,1402,4, Daroos,90000000000.0,5.0
105,1371,2, Ghal'ehak,1500000000.0,0.0
44,1395,1, Falaah,248000000.0,3.0
183,1402,3, Heravi,20679000000.0,4.0
68,1381,2, Al-Mahdi,625000000.0,2.0
51,1390,1, Amirieh,220000000.0,4.0
106,1402,2, Heravi,13780000000.0,6.0
57,1387,1, Amirieh,198000000.0,3.0
52,1380,1, Monirieh,218000000.0,3.0
55,1384,1, Amir Bahador,272000000.0,1.0
57,1387,1, Amiriyeh,235000000.0,1.0
52,1387,1, Monirieh,269000000.0,2.0
53,1382,1, Amir Bahador,165000000.0,0.0
200,1382,3, Ghal'ehak,2660000000.0,3.0
65,1382,2, Mashiriye,305000000.0,1.0
42,1392,1, Amiriyeh,200000000.0,1.0
53,1398,1, Andisheh (Shahr-e Ziba),95000000.0,1.0
50,1402,1, Poonak,390000000.0,4.0
100,1402,2, Martyrs of Persian Gulf Lake,250000000.0,15.0
350,1401,4, Niyavaran,83000000000.0,6.0
46,1399,1, Salsabil,253000000.0,2.0
117,1401,2, Sadeghiyeh,1239000000.0,1.0
63,1397,2, Andisheh (Shahr-e Ziba),126000000.0,2.0
60,1384,2, Meydan-e Har,42000000.0,5.0
155,1398,3, Araaj,2700000000.0,3.0
67,1383,2, Poonak,576000000.0,5.0
133,1385,2, Niyavaran,2150000000.0,3.0
230,1395,3, Daroos,47000000000.0,5.0
86,1384,2, Plan and Budget Organization,690000000.0,0.0
155,1399,3, Saadat Abad,335000000.0,4.0
120,1402,2, Martyrs of Persian Gulf Lake,215000000.0,10.0
127,1397,3, South Jannat Abad,1188000000.0,4.0
98,1396,2, North Jannat Abad,949000000.0,5.0
162,1402,3, Martyrs of Persian Gulf Lake,950000000.0,19.0
64,1400,1, Mobarakeh-ye Bahshti,1952000000.0,3.0
209,1400,4, Elahiyeh,53000000000.0,4.0
44,1383,1, Salsabil,225000000.0,2.0
49,1399,1, Mobarakeh-ye Bahshti,175000000.0,1.0
70,1400,2, Deilaman,200000000.0,1.0
60,1402,2, Mobarakeh-ye Bahshti,2016000000.0,2.0
145,1382,3, Youssef Abad,1660000000.0,6.0
90,1402,2, South Jannat Abad,126800000.0,5.0
98,1390,2, Poonak,950000000.0,1.0
95,1392,2, Poonak,1050000000.0,3.0
110,1397,2, Shahr-e Janoubi,1100000000.0,5.0
125,1399,2, Jardan,1650000000.0,1.0
72,1402,2, Mobarakeh-ye Bahshti,202000000.0,2.0
155,1402,3, Shahrak-e Rah-a-han,1550000000.0,3.0
71,1396,2, Mobarakeh-ye Bahshti,210000000.0,3.0
41,1396,1, Falaah,205000000.0,1.0
70,1401,2, Mobarakeh-ye Bahshti,1900000000.0,4.0
100,1402,2, Martyrs of Persian Gulf Lake,220000000.0,15.0
187,1390,3, Saadat Abad,3900000000.0,3.0
84,1394,2, Nazibad,710000000.0,4.0
73,1396,1, Velenjak,1750000000.0,3.0
58,1395,1, Kooi Fardous,540000000.0,3.0
65,1396,2, South Jannat Abad,715000000.0,1.0
46,1402,1, Jeyhoon,290000000.0,3.0
65,1402,1, Khazaneh,390000000.0,5.0
104,1402,2, Chitgar,13000000.0,11.0
122,1401,2, Farmanieh,1586000000.0,2.0
70,1374,2, Zanjan,49000000.0,3.0
120,1401,2, Velenjak,111111111111.0,6.0
119,1401,3, Chitgar,165400000.0,14.0
108,1387,3, Shahrak-e Mosalmin,464400000.0,3.0
68,1401,1, Mobarakeh-ye Bahshti,17500000.0,2.0
50,1384,1, Beryanak,31000000.0,2.0
62,1400,2, Mobarakeh-ye Bahshti,17500000.0,4.0
130,1398,3, Heravi,17500000000.0,7.0
73,1384,2, Gisha (Kuy-e Nasr),73000000.0,1.0
81,1385,2, Saadat Abad,98000000.0,3.0
90,1391,2, South Jannat Abad,86000000.0,3.0
80,1401,2, Ostad Mo'een,62000000.0,4.0
150,1400,3, Amaniye,24000000000.0,1.0
115,1399,2, Youssef Abad,1800000000.0,1.0
63,1400,1, Mobarakeh-ye Bahshti,19260000.0,3.0
103,1395,2, Shahrak-e Rah-a-han,76200000.0,1.0
157,1387,3, Saadat Abad,200000000.0,2.0
125,1385,2, Ajudanieh,190000000.0,1.0
100,1397,2, Darb-e Dovvom,145000000.0,1.0
88,1401,2, Ekbatan,1060000000.0,30.0
51,1390,1, Javadiyeh,255000000.0,3.0
99,1375,1, Shokoufeh,435600000.0,0.0
47,1380,1, Masoudieh,200000000.0,2.0
68,1375,2, Central Jannat Abad,68000000.0,1.0
107,1394,2, Amirabad,200000000.0,2.0
85,1402,2, Saadat Abad,1600000000.0,1.0
62,1400,2, Mobarakeh-ye Bahshti,17500000.0,4.0
71,1396,2, Khwajeh Nazem al-Molk,510000000.0,2.0
133,1381,3, Iran,1060000000.0,5.0
89,1400,2, Mobarakeh-ye Bahshti,24030000000.0,2.0
75,1399,2, Shahrak-e Rah-a-han,76000000.0,1.0
50,1391,1, Martyrs of Persian Gulf Lake,150000000.0,2.0
85,1387,2, Velenjak,1620000000.0,9.0
